Market,Period,Product,$2,B$2,AP.$2,U2,BU2,AP.U2,E21,BE2,AP.E21,%A1,%$.AP,PRC.E,PRC.BE,ACHY.$,ACHY.U,ACHY.E,%$.AP.YA,ACYAG.PRCE,ACYAG.PRCBE,ACHY.B$,ACHY.AP$,ACHY.BU,ACHY.APU,ACHY.BE,ACHY.E,ACHY.APE,%A1.AY
FMLYDLCTA,OCT2817.1,NS.083336,784234,743776,366874,126127,111408,77428,8416667,7701073,3700615,100,46.78,0.09,0.1,117554,22767,1451508,34.14,0,0,60206,282612,5756,65094,585574,1451508,2743448,0
FMLYDLCTA,NOV0417.1,NS.083336,781235,744141,247359,122061,112258,47523,8308951,7700102,2496905,100,31.66,0.09,0.1,-29900,-2705,-594801,-25.4,0,0,65801,-215526,8010,-14144,652207,-594801,-3190352,0
FMLYDLCTA,NOV1117.1,NS.083336,799962,728043,90543,119359,109356,12400,8344012,7550366,990764,100,11.32,0.1,0.1,93828,9885,842907,-6.73,0,0,70791,-36871,9387,-5505,726472,842907,-539970,0
FMLYDLCTA,OCT2117.1,NS.164106,120488,53393,96139,27668,9342,24309,884139,337105,703025,90,79.79,0.14,0.16,78219,21018,585921,76.04,-0.01,0.01,16962,94554,3392,23981,84160,585921,691796,34
FMLYDLCTA,OCT2817.1,NS.164106,113119,59921,92287,25898,10546,23133,839348,380664,684485,89,81.58,0.13,0.16,72001,19500,547610,74.77,-0.01,0.01,17358,89486,3745,22734,82045,547610,661307,34
FMLYDLCTA,NOV0417.1,NS.164106,74625,50247,56505,15041,8702,12847,506083,320530,370081,75,75.72,0.15,0.16,23746,7172,118747,7.88,0.02,0.01,15531,21987,3178,8253,76878,118747,87692,15
FMLYDLCTA,NOV1117.1,NS.164106,59882,51205,41448,10630,8788,8376,369195,328773,229454,69,69.22,0.16,0.16,16283,3834,52098,48.67,0.02,0.01,12779,32492,2754,7155,58517,52098,156095,12
FMLYDLCTA,OCT2117.1,NS.080678,6969057,6411229,2929785,1259563,1099446,579419,68418922,60231625,33796088,100,42.04,0.1,0.11,316218,105270,5531533,26.36,0,0,106976,1886899,26163,390068,1498950,5531533,23126067,0
FMLYDLCTA,OCT2817.1,NS.080678,6786914,6499588,2992655,1205806,1119798,592048,65597004,60937172,32528475,100,44.09,0.1,0.11,-17704,-30313,-2483246,12.3,0,0,93348,829130,27224,158276,1035502,-2483246,6616586,0
FMLYDLCTA,NOV0417.1,NS.080678,7021809,6379180,3042886,1236921,1087005,598763,68563168,59417766,32944234,100,43.33,0.1,0.11,-1249018,-265004,-16539109,-5.69,0.01,0,152086,-1011892,27664,-117811,1056865,-16539109,-13571670,0
FMLYDLCTA,NOV1117.1,NS.080678,7026480,6554518,2033489,1219419,1118871,371063,65996535,61078014,20732682,100,28.94,0.11,0.11,113290,-954,-436943,2.94,0,0,264976,236181,58317,33016,2347153,-436943,1590300,0
FMLYDLCTA,OCT2117.1,NS.080748,5332008,4945897,2350149,965772,851340,456520,59013003,51811135,30839744,100,44.08,0.09,0.1,268958,82821,5501493,29.34,0,0,175216,1603901,29356,323849,2089384,5501493,21773250,0
FMLYDLCTA,OCT2817.1,NS.080748,5204131,4981373,2444391,927859,864475,479490,56539671,52176392,29539861,100,46.97,0.09,0.1,-37869,-36658,-2418280,14.01,0,0,107562,716589,22368,132415,1373686,-2418280,5616492,0
FMLYDLCTA,NOV0417.1,NS.080748,5377479,4885007,2349221,950874,836593,456034,59298203,50874558,29632928,100,43.69,0.09,0.1,-997405,-218347,-14559063,-9.63,0,0,106644,-1049354,17038,-130958,1071798,-14559063,-13227308,0
FMLYDLCTA,NOV1117.1,NS.080748,5421572,5004335,1704489,945451,861622,307619,56995591,52200532,19273816,100,31.44,0.1,0.1,183486,23398,394130,6.62,0,0,240609,404442,51009,74191,2518204,394130,2549953,0
FMLYDLCTA,OCT2117.1,NS.163589,811815,638269,471222,157510,111327,105237,3486385,2474192,2011949,100,58.05,0.23,0.26,194794,48128,1014553,30.57,-0.02,0.01,86161,301699,20315,68836,283105,1014553,1428934,0
FMLYDLCTA,OCT2817.1,NS.163589,771477,670558,374689,143194,116747,81125,3248431,2626804,1681905,100,48.57,0.24,0.26,140562,25932,682962,-2.44,-0.01,0.01,129334,52858,26990,8830,449241,682962,554507,0
FMLYDLCTA,NOV0417.1,NS.163589,801751,670221,503336,148756,115691,108237,3195229,2581739,1872433,100,62.78,0.25,0.26,420,-3581,-160613,2.27,0.01,0.01,152583,18488,29347,1979,520240,-160613,-72674,0
FMLYDLCTA,NOV1117.1,NS.163589,756659,688306,273586,134118,117310,55954,2920195,2643372,1060483,100,36.16,0.26,0.26,33669,-6798,-160250,-19.05,0.02,0.01,141823,-125558,26396,-36549,455245,-160250,-522963,0
FMLYDLCTA,OCT2117.1,NS.083409,1044440,975864,362371,124416,111067,47908,6006588,5436043,2179377,99,34.7,0.17,0.18,175870,25779,962874,17.56,0,0,142526,213523,19748,26461,704077,962874,1242210,-1
FMLYDLCTA,OCT2817.1,NS.083409,1024799,962281,372782,122757,110559,63366,5715828,5350162,1924336,100,36.38,0.18,0.18,124712,19723,361045,6.57,0.01,0,102035,104523,15456,28726,466543,361045,180030,0
FMLYDLCTA,NOV0417.1,NS.083409,1028901,951539,346473,125832,108381,63091,5691056,5264486,1749342,100,33.67,0.18,0.18,-83391,-879,-962892,-27.47,0.01,0,98385,-333616,13386,-13056,419146,-962892,-2528708,0
FMLYDLCTA,NOV1117.1,NS.083409,1012697,984721,134396,119034,111875,19337,5617280,5465012,738680,100,13.27,0.18,0.18,62695,10122,17723,-9.56,0.01,0,136208,-82533,17069,-8568,656558,17723,-656320,0
FMLYDLCTA,OCT2117.1,NS.083309,128669,136932,128386,21364,22608,21305,946431,979635,944663,88,99.78,0.14,0.14,-30321,-6115,-177173,83.82,-0.01,0,-5436,103010,-1299,16540,-27063,-177173,765091,-5
FMLYDLCTA,OCT2817.1,NS.083309,124012,137990,123787,20408,23055,20362,909329,982395,907833,87,99.82,0.14,0.14,-36150,-7516,-225871,76.69,0,0,-1140,86736,-947,13215,-923,-225871,645551,-7
FMLYDLCTA,NOV0417.1,NS.083309,121814,144840,121605,19916,23676,19876,893236,1030000,891979,85,99.83,0.14,0.14,-124427,-36811,-1232990,18.88,0.02,0,5996,-77735,-57,-30993,52506,-1232990,-875087,-13
FMLYDLCTA,NOV1117.1,NS.083309,125608,139740,11709,20412,23449,1986,917457,995606,87328,88,9.32,0.14,0.14,-57612,-16026,-512300,-48.54,0.01,0,504,-94313,-780,-22576,3560,-512300,-772476,-8
FMLYDLCTA,OCT2117.1,NS.158673,90591,52615,89418,15188,7426,15068,439972,234298,434203,77,98.71,0.21,0.22,90591,15188,439972,98.71,0.21,0.22,52615,89418,7426,15068,234298,439972,434203,77
FMLYDLCTA,OCT2817.1,NS.158673,93407,61288,92797,13938,8504,13828,421874,275517,419124,74,99.35,0.22,0.22,93407,13938,421874,99.35,0.22,0.22,61288,92797,8504,13828,275517,421874,419124,74
FMLYDLCTA,NOV0417.1,NS.158673,79799,57963,78763,11076,8036,10921,351968,256138,347262,67,98.7,0.23,0.23,79799,11076,351968,98.7,0.23,0.23,57963,78763,8036,10921,256138,351968,347262,67
FMLYDLCTA,NOV1117.1,NS.158673,79432,73417,6841,10803,9876,965,348783,322427,31403,68,8.61,0.23,0.23,79432,10803,348783,8.61,0.23,0.23,73417,6841,9876,965,322427,348783,31403,68
FMLYDLCTA,OCT2117.1,NS.122345,637514,625636,78245,68632,66705,11063,2692790,2598524,330125,99,12.27,0.24,0.24,-17139,-3103,52165,7.99,-0.01,-0.01,-992,50201,-158,7249,77614,52165,211395,0
FMLYDLCTA,OCT2817.1,NS.122345,625254,626244,73684,67404,66446,9464,2638440,2620774,310246,99,11.78,0.24,0.24,-90478,-25764,-428069,-27.76,0,-0.01,-31700,-209315,-4837,-45855,-56050,-428069,-949750,-1
FMLYDLCTA,NOV0417.1,NS.122345,644503,631677,75072,69725,65876,10430,2723788,2648419,320059,99,11.65,0.24,0.24,-80456,-13807,-274041,-7.17,-0.01,-0.01,6928,-61346,-2505,-13383,100229,-274041,-266448,-1
FMLYDLCTA,NOV1117.1,NS.122345,719225,654235,260630,85903,68990,47710,3097611,2740985,1134405,100,36.24,0.23,0.24,67177,14032,432886,28.92,-0.01,-0.01,15368,212894,-465,41712,140738,432886,928474,1
FMLYDLCTA,OCT2117.1,NS.081495,815710,696481,419672,188661,160693,64640,7065990,5671565,3923346,100,51.45,0.12,0.12,65479,14697,1273394,38.79,-0.01,-0.01,-20419,324704,-2317,44902,145330,1273394,3195632,0
FMLYDLCTA,OCT2817.1,NS.081495,807829,717323,381432,185196,168847,58588,7018637,5869501,3573989,100,47.22,0.12,0.12,119043,24409,1687614,30.45,-0.01,-0.01,-6962,265960,315,35174,274019,1687614,2710737,0
FMLYDLCTA,NOV0417.1,NS.081495,869066,670065,393276,193990,156068,62924,7601771,5548167,3680069,100,45.25,0.11,0.12,-48846,-15131,-143141,-14.63,0,-0.01,-34585,-156430,-1724,-25281,79592,-143141,-1422566,0
FMLYDLCTA,NOV1117.1,NS.081495,889404,695415,524936,201539,166724,97546,7693165,5746119,4436309,100,59.02,0.12,0.12,131173,27004,1626427,34.54,-0.01,-0.01,-4497,339301,11205,61585,322057,1626427,2845188,0
FMLYDLCTA,OCT2117.1,NS.163594,33682,37156,32921,6698,7335,6545,143242,156746,139570,52,97.74,0.24,0.24,2842,679,15952,97.12,-0.01,0,9541,32729,1754,6506,39248,15952,138719,1
FMLYDLCTA,OCT2817.1,NS.163594,33647,36509,33322,6675,7217,6610,142331,153963,140772,52,99.03,0.24,0.24,3545,778,17306,93.62,0,0,7992,31693,1473,6244,33069,17306,132450,2
FMLYDLCTA,NOV0417.1,NS.163594,38379,39354,38110,7724,7741,7670,165280,164817,163985,56,99.3,0.23,0.24,-22262,-7927,-166993,18.09,0.05,0,12086,-11135,2108,-5336,48239,-166993,-116728,-21
FMLYDLCTA,NOV1117.1,NS.163594,43916,36807,43209,8909,7234,8765,191205,152896,187751,61,98.39,0.23,0.24,-24378,-11550,-240854,31.42,0.07,0.01,8373,-2530,1189,-6622,26970,-240854,-137270,-12
FMLYDLCTA,OCT2117.1,NS.157335,277210,202779,181731,48637,30364,39353,982648,669247,657106,97,65.56,0.28,0.3,53917,12824,241025,29.46,-0.02,0,10507,101138,3069,22306,40991,241025,387662,1
FMLYDLCTA,OCT2817.1,NS.157335,277901,212173,177373,45466,31430,35900,935498,702262,586972,97,63.83,0.3,0.3,41435,4078,117597,1.23,0.01,-0.01,24994,29363,4738,2865,93271,117597,77093,0
FMLYDLCTA,NOV0417.1,NS.157335,284011,216507,177933,48347,32595,38216,986987,717168,619492,96,62.65,0.29,0.3,-14536,-3597,-47744,-0.45,0,-0.01,39980,-10455,7307,-3300,143763,-47744,-33774,-2
FMLYDLCTA,NOV1117.1,NS.157335,255027,214556,78227,40388,31078,15904,866678,713507,272272,96,30.67,0.29,0.3,-6506,-4983,-35739,-31.67,0,-0.01,21147,-84827,3208,-19563,85023,-35739,-290628,-1
FMLYDLCTA,OCT2117.1,NS.166464,273357,245454,153831,45505,37035,33316,870413,741713,478168,97,56.27,0.31,0.33,10770,4798,18581,24.23,0.01,0.02,3369,69677,3314,15680,-29764,18581,206570,0
FMLYDLCTA,OCT2817.1,NS.166464,261690,257383,36444,39762,38862,7093,793382,776882,115814,96,13.93,0.33,0.33,-8823,-5443,-123803,-47.32,0.03,0.02,28557,-129225,6905,-29809,46888,-123803,-433054,-2
FMLYDLCTA,NOV0417.1,NS.166464,327061,257730,205626,53880,37589,43705,1021942,781812,613448,97,62.87,0.32,0.33,-3394,-1892,-101401,-0.57,0.03,0.01,33350,-4026,6439,-2237,69913,-101401,-88132,-1
FMLYDLCTA,NOV1117.1,NS.166464,320070,280294,86194,50702,41545,17578,983066,848665,271473,97,26.93,0.33,0.33,25966,1576,-15755,-33.82,0.03,0.02,48892,-92479,9317,-21697,104227,-15755,-325125,0
FMLYDLCTA,OCT2117.1,NS.085397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMLYDLCTA,OCT2817.1,NS.085397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMLYDLCTA,NOV0417.1,NS.085397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMLYDLCTA,NOV1117.1,NS.085397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORTLCTA,OCT2117.1,NS.083336,962702,1009354,15082,137171,145257,2109,10474464,10931165,184770,100,1.57,0.09,0.09,85890,8525,1141393,-4.99,0,0,133129,-42423,17421,-6233,1585910,1141393,-502341,0
DORTLCTA,OCT2817.1,NS.083336,980148,1021409,21215,140019,145849,3055,10664431,11023618,257319,100,2.16,0.09,0.09,128242,15113,1606642,-3.52,0,0,123101,-27219,14532,-3669,1461598,1606642,-320677,0
DORTLCTA,NOV0417.1,NS.083336,1093967,1014258,53070,156100,144590,7867,12003799,11026054,661432,100,4.85,0.09,0.09,133426,15363,1749415,-0.14,0,0,117742,5111,13517,852,1514261,1749415,79357,0
DORTLCTA,NOV1117.1,NS.083336,1021948,1039575,34354,145450,148596,4780,11150782,11236784,437043,100,3.36,0.09,0.09,151624,18403,1886665,-0.74,0,0,133741,-1321,17101,-128,1585258,1886665,11797,0
DORTLCTA,OCT2117.1,NS.164106,43659,45127,2616,10197,10823,665,266290,265090,19140,47,5.99,0.16,0.17,-23674,-3853,-162284,-1.73,0.01,0.02,-28548,-2584,-4623,-582,-210190,-162284,-17353,-15
DORTLCTA,OCT2817.1,NS.164106,333755,44290,311151,92330,10737,85524,2677021,260876,2567361,96,93.23,0.12,0.17,271160,79290,2281363,87.97,-0.03,0.01,-19680,307859,-2499,84707,-140595,2281363,2543506,37
DORTLCTA,NOV0417.1,NS.164106,29266,47982,2289,7154,11438,633,176563,278339,16002,34,7.82,0.17,0.17,-39231,-7180,-256135,2.99,0.01,0.01,-15288,-1019,-1629,-176,-118307,-256135,-7230,-29
DORTLCTA,NOV1117.1,NS.164106,31565,48919,1421,7301,11909,364,189986,279857,10403,36,4.5,0.17,0.17,-26484,-4798,-174811,1.58,0.01,0.01,-15699,-273,-1556,-57,-122936,-174811,-1620,-22
DORTLCTA,OCT2117.1,NS.080678,11190376,9624895,5203924,1992024,1615897,1024260,105753264,85221454,60489725,100,46.5,0.11,0.11,1347402,220017,6014306,-2.52,0.01,0,685098,378979,94291,131879,2456452,6014306,1266932,0
DORTLCTA,OCT2817.1,NS.080678,11359255,9825360,5062489,2083009,1636313,1117041,103029099,86749112,46374115,100,44.57,0.11,0.11,1393459,283184,6993571,1.35,0.01,0,736480,755551,94871,249890,2934288,6993571,-1458836,0
DORTLCTA,NOV0417.1,NS.080678,12720974,9706861,6767388,2374554,1621330,1342590,130750399,85313004,70184493,100,53.2,0.1,0.11,58724,-171109,-20385918,2.19,0.01,0,793463,308858,109964,-124976,3922873,-20385918,-21026101,0
DORTLCTA,NOV1117.1,NS.080678,11598602,10029733,5173917,2162145,1682175,1181865,109359636,88326318,56320710,100,44.61,0.11,0.11,505522,49065,6135398,3.76,0,0,954501,643115,151117,156852,5450880,6135398,9258393,0
DORTLCTA,OCT2117.1,NS.080748,8219202,7208350,3975303,1509086,1268750,750810,92078065,73803557,55400028,100,48.37,0.09,0.1,905252,121020,5042358,-7.18,0.01,0,616465,-87120,73928,16624,2902840,5042358,-288279,0
DORTLCTA,OCT2817.1,NS.080748,8207392,7363550,3610455,1536365,1287912,771743,87145533,75053499,39244886,100,43.99,0.09,0.1,824403,140807,3866451,-3.98,0.01,0,654354,68806,78225,78662,3192835,3866451,-5634515,0
DORTLCTA,NOV0417.1,NS.080748,9447437,7260585,4942036,1856246,1273325,1008335,115620775,73729698,62206426,100,52.31,0.08,0.1,-129513,-214614,-20447124,-1.55,0.01,0,646527,-216632,82537,-208788,3841615,-20447124,-23976030,0
DORTLCTA,NOV1117.1,NS.080748,8541769,7508386,3945307,1672232,1323491,906098,95287473,76355524,51465408,100,46.19,0.09,0.1,498013,57012,6461795,3.37,0,0,760721,501138,116562,133832,5256615,6461795,8411622,0
DORTLCTA,OCT2117.1,NS.163589,2125686,1562414,1072684,357863,219134,246917,7621980,5382030,3788430,100,50.46,0.28,0.29,516351,107036,1751648,12.07,0,0.01,156186,454794,26296,111042,347835,1751648,1615032,0
DORTLCTA,OCT2817.1,NS.163589,2307532,1576957,1414969,423199,217852,339202,9916223,5461388,6863623,100,61.32,0.23,0.29,625696,148982,3769970,18.8,-0.04,0.01,132573,699776,19088,175562,329559,3769970,4316212,0
DORTLCTA,NOV0417.1,NS.163589,2325169,1581069,1423783,382494,221492,286996,8397904,5475799,5113032,100,61.23,0.28,0.29,275718,57623,972746,5.02,0,0.01,183098,271777,29759,67611,536475,972746,1139240,0
DORTLCTA,NOV1117.1,NS.163589,2189599,1614946,1115582,359604,224903,249354,7866277,5618430,3974539,100,50.95,0.28,0.29,45601,-7682,95837,1.5,0,0.01,232373,55474,34968,3551,715149,95837,204066,0
DORTLCTA,OCT2117.1,NS.083409,2223467,1698383,1379223,333249,248092,195210,12991580,9771812,8190344,100,62.03,0.17,0.17,834171,143863,4725495,-1.58,0,0,431445,495454,85358,82547,2328192,4725495,2859126,0
DORTLCTA,OCT2817.1,NS.083409,1921007,1769986,875068,301462,255602,178267,11122396,10140078,4840058,100,45.55,0.17,0.17,500856,91314,2495826,-1.8,0.01,0,475418,202585,84991,57216,2534958,2495826,729031,0
DORTLCTA,NOV0417.1,NS.083409,2272865,1739865,1865289,378204,253995,332111,13499616,9956468,11048136,100,82.07,0.17,0.17,263300,34183,1107862,8.91,0.01,0,401530,395173,70702,67659,2110196,1107862,1874522,0
DORTLCTA,NOV1117.1,NS.083409,2260735,1834579,1252382,432969,272430,319803,13672644,10489974,7631711,100,55.4,0.17,0.17,177662,36860,360669,1.59,0.01,0,432990,131622,80427,48871,2282032,360669,72891,0
DORTLCTA,OCT2117.1,NS.083309,274544,265734,7549,43194,42190,1549,2060720,1982563,57851,91,2.75,0.13,0.13,-21567,-4465,-75017,-10.3,-0.01,0,-25395,-31079,-4209,-5414,-126565,-75017,-227190,-3
DORTLCTA,OCT2817.1,NS.083309,398103,276510,243012,91728,43450,72113,3727920,2069965,2489057,97,61.04,0.11,0.13,108340,45748,1632786,50.3,-0.03,-0.01,-13422,211870,-2939,66447,-5540,1632786,2262417,3
DORTLCTA,NOV0417.1,NS.083309,297911,271408,21917,47112,42705,3849,2248419,2028927,181433,93,7.36,0.13,0.13,-20113,-3531,-56033,-5.37,-0.01,0,-23878,-18553,-3499,-3545,-104116,-56033,-121362,-2
DORTLCTA,NOV1117.1,NS.083309,282725,285982,5732,44477,44752,1177,2114599,2140525,42418,92,2.03,0.13,0.13,-7083,-1829,17786,-7.26,0,-0.01,15180,-21197,2210,-4154,193419,17786,-156038,-2
DORTLCTA,OCT2117.1,NS.158673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORTLCTA,OCT2817.1,NS.158673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORTLCTA,NOV0417.1,NS.158673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORTLCTA,NOV1117.1,NS.158673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORTLCTA,OCT2117.1,NS.122345,1136370,1147489,86148,126194,128205,9778,4884262,5009605,388543,99,7.58,0.23,0.23,23674,-1703,-46333,-39.3,0.01,0,101495,-435459,8056,-46367,414657,-46333,-1997384,-1
DORTLCTA,OCT2817.1,NS.122345,1439403,1139628,621032,194021,128366,121717,6500704,4892432,2891412,100,43.15,0.22,0.23,163956,19225,595448,3.73,0.01,0.01,66212,118270,4582,22994,167386,595448,491642,0
DORTLCTA,NOV0417.1,NS.122345,1421144,1148069,899478,168936,128072,105097,6618302,4960734,4338020,100,63.29,0.21,0.23,156593,7024,815822,28.6,0,0,88099,460718,5416,23369,288343,815822,2264157,0
DORTLCTA,NOV1117.1,NS.122345,1239022,1159953,403979,140237,129199,44057,5347343,4978714,1925307,100,32.6,0.23,0.23,148638,14362,538861,23.86,0,0.01,62034,308682,3226,28963,127789,538861,1508283,0
DORTLCTA,OCT2117.1,NS.081495,974106,807623,457709,190841,154962,77372,8546390,6780073,4266114,100,46.99,0.11,0.12,37108,-3945,128265,-28.74,0,0,19945,-251868,-9334,-35950,424146,128265,-2817214,0
DORTLCTA,OCT2817.1,NS.081495,940861,845166,590276,184599,161696,115648,8263106,7066781,4935353,100,62.74,0.11,0.12,32059,-2594,14389,-20.46,0,0,41299,-165831,-4058,-14053,543569,14389,-2277547,0
DORTLCTA,NOV0417.1,NS.081495,1064097,833218,492421,205055,160172,83761,9478401,7001081,4667917,100,46.28,0.11,0.12,27883,-9945,74459,-37.1,0,0,46324,-371568,-3253,-67988,634934,74459,-3543401,0
DORTLCTA,NOV1117.1,NS.081495,984035,852870,493183,190702,163997,87556,8708950,7138481,4610299,100,50.12,0.11,0.12,6567,-18847,-25726,-21.12,0,0,55403,-203103,129,-33397,655485,-25726,-2313130,0
DORTLCTA,OCT2117.1,NS.163594,130865,132121,12280,25051,25215,3412,623936,624431,53842,77,9.38,0.21,0.21,26459,1159,209664,2.56,-0.04,-0.04,28475,5156,1358,1682,213708,209664,22783,-2
DORTLCTA,OCT2817.1,NS.163594,212928,143543,211678,57468,26144,57079,1215121,690812,1207826,89,99.41,0.18,0.21,112866,34636,818896,96.45,-0.08,-0.05,30206,208718,175,56266,243976,818896,1195384,11
DORTLCTA,NOV0417.1,NS.163594,140798,135057,11670,26415,25453,3136,683434,641169,49627,78,8.29,0.21,0.21,29058,900,240546,3.35,-0.05,-0.04,31604,6156,1726,1739,236186,240546,25721,-2
DORTLCTA,NOV1117.1,NS.163594,129395,152519,10257,24223,28131,2381,623134,732205,52039,76,7.93,0.21,0.21,25199,466,211211,4.56,-0.05,-0.05,47325,6744,4270,1485,317581,211211,37015,-2
DORTLCTA,OCT2117.1,NS.157335,975694,597253,626712,179375,87616,144739,3533588,1986042,2307602,99,64.23,0.28,0.3,360565,79605,1390894,13.73,-0.01,0,87986,316043,18256,75440,288279,1390894,1230572,0
DORTLCTA,OCT2817.1,NS.157335,759836,593800,443953,126166,86672,94961,2722383,1980431,1615652,99,58.43,0.28,0.3,79877,7669,324434,1.77,0,0,64993,58705,14087,5773,219778,324434,249669,0
DORTLCTA,NOV0417.1,NS.157335,1009221,595347,868248,182058,88400,168076,3706965,1995105,3208610,99,86.03,0.27,0.3,133005,34392,643285,30.97,-0.01,0,73613,385786,17627,60392,259854,643285,1523667,0
DORTLCTA,NOV1117.1,NS.157335,919194,589309,579482,165524,87647,131858,3339770,1982189,2142587,99,63.04,0.28,0.3,-61107,-16259,-138028,0.23,-0.01,0,91061,-36239,19094,-13317,323297,-138028,-57676,0
DORTLCTA,OCT2117.1,NS.166464,975341,787706,431075,143194,95386,98102,3197347,2504829,1407846,99,44.2,0.31,0.31,163814,32930,364735,7.94,0.02,0.02,76385,136874,13440,34693,95922,364735,382452,0
DORTLCTA,OCT2817.1,NS.166464,1000893,795147,448186,147184,94223,101638,3300969,2528163,1472783,100,44.78,0.3,0.31,171896,29971,392914,5.74,0.02,0.02,67497,124527,10029,28821,56224,392914,327923,1
DORTLCTA,NOV0417.1,NS.166464,1145781,802497,541576,166821,96111,115151,3830277,2559958,1838793,100,47.27,0.3,0.31,165621,32767,404735,-20.09,0.01,0.02,104263,-118678,14855,5787,210281,404735,-400384,1
DORTLCTA,NOV1117.1,NS.166464,1109332,823974,524422,162501,97090,114751,3712639,2622726,1769510,100,47.27,0.3,0.31,119599,15910,253948,3,0.01,0.02,121526,86243,16161,15706,252514,253948,231852,0
DORTLCTA,OCT2117.1,NS.085397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORTLCTA,OCT2817.1,NS.085397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORTLCTA,NOV0417.1,NS.085397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORTLCTA,NOV1117.1,NS.085397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGTLC.TA,OCT2117.1,NS.083336,767480,841065,105125,91140,98375,15334,9192910,10110645,1184787,100,13.7,0.08,0.08,-35375,365,-529990,-10.57,0,0,139219,-89719,19575,-5599,1677343,-529990,-1147572,0
TRGTLC.TA,OCT2817.1,NS.083336,990619,809896,142296,120377,94891,21868,12120618,9700390,1662817,100,14.36,0.08,0.08,178108,28789,2266013,-6.8,0,0,112712,-29650,16418,3947,1358322,2266013,-402159,0
TRGTLC.TA,NOV0417.1,NS.083336,838959,830049,158524,102613,97639,24510,10149821,9944600,1915431,100,18.9,0.08,0.08,64836,19443,1060216,-2.95,0,0,128613,-10569,18271,7722,1477937,1060216,-60692,0
TRGTLC.TA,NOV1117.1,NS.083336,798771,855388,349934,98688,100928,47032,9990921,10231602,4458858,100,43.81,0.08,0.08,80794,21165,1555808,25.8,-0.01,0,152582,220608,22719,34219,1958539,1555808,2957884,0
TRGTLC.TA,OCT2117.1,NS.164106,50087,60782,16928,7100,8164,2704,265836,319930,90279,86,33.8,0.19,0.19,-18506,-1130,-299927,-1.61,0.07,0.06,11992,-7360,2159,33,-58849,-299927,-125527,-10
TRGTLC.TA,OCT2817.1,NS.164106,78335,55787,34089,12107,7810,6230,439194,296049,200307,89,43.52,0.18,0.19,11839,4221,-108118,7.36,0.06,0.06,6623,10047,1702,3662,-88495,-108118,-12401,-7
TRGTLC.TA,NOV0417.1,NS.164106,65161,58285,33088,10362,8051,6089,368904,308287,197357,88,50.78,0.18,0.19,-46855,-2928,-754599,-3.42,0.08,0.06,9527,-27626,1969,-873,-79356,-754599,-470090,-8
TRGTLC.TA,NOV1117.1,NS.164106,60755,59535,35950,9651,8281,6283,349854,315627,215754,88,59.17,0.17,0.19,-27812,-969,-521730,9.18,0.07,0.06,11434,-8326,2390,1211,-63660,-521730,-271946,-6
TRGTLC.TA,OCT2117.1,NS.080678,12015783,10491419,5819193,1121488,945947,558144,71212686,61212240,32871331,100,48.43,0.17,0.17,1091867,142181,2709146,6.49,0.01,0.01,1093405,1237432,106521,157977,4730941,2709146,3648389,0
TRGTLC.TA,OCT2817.1,NS.080678,11435902,10616544,4738027,1057558,955673,441295,67382993,61450865,23632838,100,41.43,0.17,0.17,-169393,-48102,-4225089,-2.02,0.01,0,1106043,-305106,115663,-100027,5144912,-4225089,-7381433,0
TRGTLC.TA,NOV0417.1,NS.080678,12763253,10679925,5393150,1164373,957208,505672,72978046,61605683,28878943,100,42.26,0.17,0.17,-1810255,-167988,-8219200,-14.91,0,0.01,1287262,-2938152,128404,-290193,5589797,-8219200,-14358531,0
TRGTLC.TA,NOV1117.1,NS.080678,11362559,10798988,6639998,1058001,970109,622566,70433026,62240141,42342648,100,58.44,0.16,0.17,-755367,-59845,-1563234,4.63,-0.01,0,1252882,119060,130802,-1893,5598457,-1563234,3342570,0
TRGTLC.TA,OCT2117.1,NS.080748,9154115,7916051,4211407,866772,726966,406299,59389587,50840723,26520259,100,46.01,0.15,0.16,932155,105603,3058306,3.44,0.01,0,775299,711504,70442,92322,4114231,3058306,2746534,0
